points,players,roster_id,custom_points,matchup_id,starters,starters_points,players_points,league_id,week
132.96,"['11624', '1479', '2374', '3163', '4881', '5022', '7042', '7569', '8110', '8151', '9221', '9509', '9754', '9997', 'DEN']",2,,3.0,"['4881', '9509', '8151', '11624', '9997', '8110', '9221', '2374', '7042', 'DEN']","[24.16, 23.6, 8.5, 13.7, 18.5, 8.3, 20.3, 1.9, 7.0, 7.0]","{'11624': 13.7, '1479': 5.9, '2374': 1.9, '3163': 15.5, '4881': 24.16, '5022': 0.0, '7042': 7.0, '7569': 0.0, '8110': 8.3, '8151': 8.5, '9221': 20.3, '9509': 23.6, '9754': 0.0, '9997': 18.5, 'DEN': 7.0}",1124852977111166976,8
109.72,"['11576', '11628', '2216', '2749', '4663', '4666', '4984', '5892', '5937', '6826', '7564', '8130', '9488', '9502', 'MIA']",3,,5.0,"['4984', '4663', '11576', '7564', '11628', '8130', '2216', '5937', '4666', 'MIA']","[20.82, 7.8, 9.2, 20.4, 23.1, 21.4, 0.0, 0.0, 6.0, 1.0]","{'11576': 9.2, '11628': 23.1, '2216': 0.0, '2749': 16.0, '4663': 7.8, '4666': 6.0, '4984': 20.82, '5892': 14.92, '5937': 0.0, '6826': 4.4, '7564': 20.4, '8130': 21.4, '9488': 12.9, '9502': 13.5, 'MIA': 1.0}",1124852977111166976,8
152.08,"['4046', '4866', '5001', '5859', '5927', '5947', '6803', '6806', '6845', '7553', '7611', '7839', '8138', '9756', 'KC']",4,,1.0,"['4046', '4866', '8138', '5859', '6803', '7553', '7611', '5927', '7839', 'KC']","[19.18, 12.1, 28.3, 13.4, 0.0, 25.1, 23.5, 17.5, 4.0, 9.0]","{'4046': 19.18, '4866': 12.1, '5001': 9.2, '5859': 13.4, '5927': 17.5, '5947': 17.2, '6803': 0.0, '6806': 16.8, '6845': 7.9, '7553': 25.1, '7611': 23.5, '7839': 4.0, '8138': 28.3, '9756': 4.2, 'KC': 9.0}",1124852977111166976,8
115.8,"['1264', '2309', '4098', '5012', '5872', '5967', '6794', '7588', '8112', '8137', '9224', '9225', '9493', '9758', 'PIT']",5,,4.0,"['9758', '4098', '5967', '6794', '8112', '5012', '2309', '9225', '1264', 'PIT']","[12.4, 13.3, 14.7, 19.5, 7.4, 14.6, 1.3, 10.6, 6.0, 16.0]","{'1264': 6.0, '2309': 1.3, '4098': 13.3, '5012': 14.6, '5872': 12.6, '5967': 14.7, '6794': 19.5, '7588': 9.2, '8112': 7.4, '8137': 11.4, '9224': 11.4, '9225': 10.6, '9493': 18.1, '9758': 12.4, 'PIT': 16.0}",1124852977111166976,8
151.9,"['1945', '3198', '3294', '3321', '4037', '4082', '4137', '4217', '4892', '6130', '6768', '6819', '7090', '8136', '8144', 'PHI']",6,,2.0,"['4892', '4137', '3198', '8144', '6819', '4217', '8136', '3321', '1945', 'PHI']","[24.3, 14.9, 14.7, 18.7, 2.6, 24.8, 15.7, 13.2, 14.0, 9.0]","{'1945': 14.0, '3198': 14.7, '3294': 15.62, '3321': 13.2, '4037': 0.0, '4082': 0.0, '4137': 14.9, '4217': 24.8, '4892': 24.3, '6130': 4.3, '6768': 14.66, '6819': 2.6, '7090': 18.6, '8136': 15.7, '8144': 18.7, 'PHI': 9.0}",1124852977111166976,8
137.38,"['11058', '11566', '4033', '4035', '4039', '4988', '5844', '5849', '5857', '5987', '6813', '7525', '8146', '9484', 'LAC', 'SF']",7,,4.0,"['5849', '6813', '4035', '8146', '4039', '5857', '4988', '7525', '11058', 'SF']","[22.18, 18.7, 18.2, 16.3, 16.1, 5.2, 5.2, 20.5, 7.0, 8.0]","{'11058': 7.0, '11566': 22.24, '4033': 17.1, '4035': 18.2, '4039': 16.1, '4988': 5.2, '5844': 0.0, '5849': 22.18, '5857': 5.2, '5987': 9.4, '6813': 18.7, '7525': 20.5, '8146': 16.3, '9484': 16.8, 'LAC': 12.0, 'SF': 8.0}",1124852977111166976,8
128.46,"['11560', '11604', '11620', '1166', '1466', '4018', '4227', '4983', '5045', '6770', '6790', '7543', '7547', '9500', 'BAL']",8,,3.0,"['6770', '6790', '4018', '7547', '4983', '11604', '1466', '11620', '4227', 'BAL']","[13.86, 18.9, 23.4, 8.7, 5.4, 10.8, 25.0, 8.4, 10.0, 4.0]","{'11560': 9.94, '11604': 10.8, '11620': 8.4, '1166': 28.64, '1466': 25.0, '4018': 23.4, '4227': 10.0, '4983': 5.4, '5045': 17.12, '6770': 13.86, '6790': 18.9, '7543': 0.0, '7547': 8.7, '9500': 22.2, 'BAL': 4.0}",1124852977111166976,8
87.44,"['10222', '10236', '10859', '10937', '11635', '4034', '4147', '6783', '6804', '7049', '7526', '7594', '8134', '8183', '8205', 'DAL']",9,,2.0,"['6804', '7594', '4147', '6783', '7526', '10859', '8134', '10222', '10937', 'DAL']","[6.74, 9.1, 5.0, 12.9, 8.5, 16.8, 19.9, 7.5, 0.0, 1.0]","{'10222': 7.5, '10236': 13.1, '10859': 16.8, '10937': 0.0, '11635': 29.1, '4034': 0.0, '4147': 5.0, '6783': 12.9, '6804': 6.74, '7049': 0.0, '7526': 8.5, '7594': 9.1, '8134': 19.9, '8183': 26.0, '8205': 0.0, 'DAL': 1.0}",1124852977111166976,8
111.5,"['11533', '11631', '11632', '1426', '2133', '2449', '4199', '5850', '7528', '7600', '8139', '8148', '8155', '9229', 'WAS']",10,,5.0,"['9229', '8155', '5850', '2133', '11632', '7600', '2449', '4199', '11533', 'WAS']","[12.5, 9.9, 25.5, 9.4, 14.1, 3.9, 12.7, 11.5, 6.0, 6.0]","{'11533': 6.0, '11631': 15.0, '11632': 14.1, '1426': 4.9, '2133': 9.4, '2449': 12.7, '4199': 11.5, '5850': 25.5, '7528': 16.1, '7600': 3.9, '8139': -0.1, '8148': 0.0, '8155': 9.9, '9229': 12.5, 'WAS': 6.0}",1124852977111166976,8
134.4,"['10444', '11583', '11584', '11655', '3451', '4066', '4981', '5846', '6786', '6801', '6904', '8126', '8150', '8154', '9226', 'NO']",1,,5.0,"['6904', '8150', '9226', '6786', '4981', '4066', '8126', '11655', '3451', 'NO']","[29.9, 10.5, 32.1, 16.2, 12.3, 11.5, 4.0, 7.9, 7.0, 3.0]","{'10444': 19.5, '11583': 0.0, '11584': 6.4, '11655': 7.9, '3451': 7.0, '4066': 11.5, '4981': 12.3, '5846': 0.0, '6786': 16.2, '6801': 0.0, '6904': 29.9, '8126': 4.0, '8150': 10.5, '8154': 0.0, '9226': 32.1, 'NO': 3.0}",1124852977111166976,9
148.9,"['11624', '1479', '2374', '3163', '4881', '5022', '7021', '7042', '7569', '8110', '8151', '9221', '9509', '9754', '9997', 'DEN']",2,,5.0,"['4881', '9509', '8151', '11624', '9997', '8110', '9221', '7021', '7042', 'DEN']","[23.6, 21.5, 13.7, -1.0, 29.7, 14.1, 14.6, 21.7, 13.0, -2.0]","{'11624': -1.0, '1479': 7.6, '2374': 15.3, '3163': 9.6, '4881': 23.6, '5022': 0.0, '7021': 21.7, '7042': 13.0, '7569': 0.0, '8110': 14.1, '8151': 13.7, '9221': 14.6, '9509': 21.5, '9754': 22.0, '9997': 29.7, 'DEN': -2.0}",1124852977111166976,9
73.7,"['11576', '11628', '2216', '2749', '4663', '4666', '4984', '5892', '5937', '6826', '7564', '8130', '9488', '9502', 'MIA']",3,,3.0,"['4984', '4663', '11576', '7564', '11628', '8130', '2216', '5937', '4666', 'MIA']","[23.1, 17.3, 0.9, 11.3, 3.4, 12.7, 0.0, 0.0, 3.0, 2.0]","{'11576': 0.9, '11628': 3.4, '2216': 0.0, '2749': 8.8, '4663': 17.3, '4666': 3.0, '4984': 23.1, '5892': 12.6, '5937': 0.0, '6826': 0.0, '7564': 11.3, '8130': 12.7, '9488': 37.0, '9502': 18.6, 'MIA': 2.0}",1124852977111166976,9
129.34,"['4046', '4866', '5001', '5859', '5927', '5947', '6803', '6806', '6845', '7553', '7611', '7839', '8138', '9756', 'KC']",4,,1.0,"['4046', '4866', '8138', '5859', '6803', '7553', '7611', '5927', '7839', 'KC']","[24.54, 32.9, 11.9, 5.6, 0.0, 2.1, 22.4, 15.9, 12.0, 2.0]","{'4046': 24.54, '4866': 32.9, '5001': 5.1, '5859': 5.6, '5927': 15.9, '5947': 18.5, '6803': 0.0, '6806': 24.5, '6845': 0.0, '7553': 2.1, '7611': 22.4, '7839': 12.0, '8138': 11.9, '9756': 16.1, 'KC': 2.0}",1124852977111166976,9
98.62,"['1264', '2309', '4098', '5012', '5872', '5967', '6794', '7588', '8112', '8137', '9224', '9225', '9493', '9758', 'PIT']",5,,2.0,"['9758', '4098', '5967', '6794', '8112', '5012', '2309', '9493', '1264', 'PIT']","[11.54, 18.7, 18.4, 21.58, 10.7, 4.6, 0.0, 2.1, 11.0, 0.0]","{'1264': 11.0, '2309': 0.0, '4098': 18.7, '5012': 4.6, '5872': 0.0, '5967': 18.4, '6794': 21.58, '7588': 10.4, '8112': 10.7, '8137': 0.0, '9224': 26.7, '9225': 2.2, '9493': 2.1, '9758': 11.54, 'PIT': 0.0}",1124852977111166976,9
128.1,"['3198', '3294', '3321', '4037', '4082', '4137', '4217', '4892', '6130', '6219', '6819', '7090', '8111', '8136', '8144', 'PHI']",6,,1.0,"['4892', '4137', '3198', '8144', '6819', '8111', '8136', '3321', '6219', 'PHI']","[18.0, 14.9, 26.3, 2.3, 2.4, 21.7, 12.5, 12.0, 9.0, 9.0]","{'3198': 26.3, '3294': 12.32, '3321': 12.0, '4037': 0.0, '4082': 0.0, '4137': 14.9, '4217': 0.0, '4892': 18.0, '6130': 3.3, '6219': 9.0, '6819': 2.4, '7090': 19.8, '8111': 21.7, '8136': 12.5, '8144': 2.3, 'PHI': 9.0}",1124852977111166976,9
170.96,"['11058', '11566', '4033', '4035', '4039', '4988', '5844', '5849', '5987', '6813', '7525', '8146', '9484', 'LAC', 'SF']",7,,4.0,"['11566', '6813', '4035', '8146', '4039', '4033', '5844', '7525', '11058', 'LAC']","[19.86, 8.9, 27.5, 30.0, 21.4, 7.9, 5.7, 18.7, 12.0, 19.0]","{'11058': 12.0, '11566': 19.86, '4033': 7.9, '4035': 27.5, '4039': 21.4, '4988': 4.5, '5844': 5.7, '5849': 4.76, '5987': 3.6, '6813': 8.9, '7525': 18.7, '8146': 30.0, '9484': 7.6, 'LAC': 19.0, 'SF': 0.0}",1124852977111166976,9
153.34,"['11560', '11604', '11620', '1166', '1466', '4018', '4227', '4983', '5045', '6770', '6790', '7543', '7547', '9500', 'BAL']",8,,3.0,"['6770', '6790', '4018', '7547', '4983', '11604', '1466', '9500', '4227', 'BAL']","[30.14, 14.2, 16.6, 18.6, 7.3, 15.5, 22.0, 12.0, 7.0, 10.0]","{'11560': 9.18, '11604': 15.5, '11620': 15.4, '1166': 17.78, '1466': 22.0, '4018': 16.6, '4227': 7.0, '4983': 7.3, '5045': 23.28, '6770': 30.14, '6790': 14.2, '7543': 5.0, '7547': 18.6, '9500': 12.0, 'BAL': 10.0}",1124852977111166976,9
106.62,"['10222', '10236', '10859', '10937', '11635', '4034', '4147', '6783', '6804', '7049', '7526', '7594', '8134', '8183', '8205', 'DAL']",9,,2.0,"['6804', '7594', '4147', '6783', '7526', '10859', '8134', '10222', '10937', 'DAL']","[11.92, 21.2, 13.5, 14.3, 7.6, 4.8, 11.0, 16.3, 0.0, 6.0]","{'10222': 16.3, '10236': 7.2, '10859': 4.8, '10937': 0.0, '11635': 11.4, '4034': 0.0, '4147': 13.5, '6783': 14.3, '6804': 11.92, '7049': 0.0, '7526': 7.6, '7594': 21.2, '8134': 11.0, '8183': 0.0, '8205': 0.0, 'DAL': 6.0}",1124852977111166976,9
86.5,"['11533', '11631', '11632', '1426', '2133', '2449', '4199', '5850', '7528', '7600', '8139', '8148', '8155', '9229', 'WAS']",10,,4.0,"['9229', '8155', '5850', '2133', '11632', '7600', '2449', '4199', '11533', 'WAS']","[0.0, 10.5, 12.8, 22.1, 14.9, 0.0, 0.0, 12.2, 9.0, 5.0]","{'11533': 9.0, '11631': 6.2, '11632': 14.9, '1426': 28.6, '2133': 22.1, '2449': 0.0, '4199': 12.2, '5850': 12.8, '7528': 0.0, '7600': 0.0, '8139': 7.0, '8148': 0.0, '8155': 10.5, '9229': 0.0, 'WAS': 5.0}",1124852977111166976,9
137.38,"['10444', '11583', '11584', '11655', '3451', '4066', '4981', '5846', '6786', '6801', '6904', '8126', '8150', '8154', '9226', 'CHI']",1,,5.0,"['6904', '8150', '9226', '6786', '4981', '4066', '8126', '11655', '3451', 'CHI']","[30.68, 11.2, 10.2, 8.4, 25.4, 10.0, 10.1, 15.4, 12.0, 4.0]","{'10444': 0.0, '11583': 0.0, '11584': 17.7, '11655': 15.4, '3451': 12.0, '4066': 10.0, '4981': 25.4, '5846': 0.0, '6786': 8.4, '6801': 0.0, '6904': 30.68, '8126': 10.1, '8150': 11.2, '8154': 0.0, '9226': 10.2, 'CHI': 4.0}",1124852977111166976,10
131.6,"['11624', '1479', '2374', '3163', '4881', '7021', '7042', '7569', '8110', '8151', '9221', '9509', '9754', '9997', 'BUF']",2,,3.0,"['4881', '9509', '9221', '11624', '9997', '8110', '7569', '7021', '7042', 'BUF']","[32.9, 29.4, 12.8, 2.1, 7.4, 4.4, 0.0, 8.6, 13.0, 21.0]","{'11624': 2.1, '1479': 9.4, '2374': 0.0, '3163': 12.8, '4881': 32.9, '7021': 8.6, '7042': 13.0, '7569': 0.0, '8110': 4.4, '8151': 0.0, '9221': 12.8, '9509': 29.4, '9754': 10.4, '9997': 7.4, 'BUF': 21.0}",1124852977111166976,10
156.7,"['11576', '11628', '2216', '2749', '4663', '4666', '4984', '5892', '5937', '6826', '7564', '8130', '9488', '9502', 'MIA']",3,,3.0,"['4984', '4663', '5892', '7564', '11628', '8130', '5937', '9502', '4666', 'MIA']","[20.2, 18.1, 12.6, 55.4, 16.4, 11.1, 1.6, 8.3, 2.0, 11.0]","{'11576': 4.4, '11628': 16.4, '2216': 0.0, '2749': 5.4, '4663': 18.1, '4666': 2.0, '4984': 20.2, '5892': 12.6, '5937': 1.6, '6826': 3.3, '7564': 55.4, '8130': 11.1, '9488': 0.0, '9502': 8.3, 'MIA': 11.0}",1124852977111166976,10
100.24,"['4046', '4866', '5001', '5859', '5927', '5947', '6803', '6806', '6845', '7553', '7611', '7839', '8138', '9756', 'KC']",4,,1.0,"['4046', '4866', '8138', '5859', '6803', '7553', '7611', '5927', '7839', 'KC']","[16.54, 8.8, 15.5, 15.9, 0.0, 9.5, 8.7, 16.3, 4.0, 5.0]","{'4046': 16.54, '4866': 8.8, '5001': 9.6, '5859': 15.9, '5927': 16.3, '5947': 0.0, '6803': 0.0, '6806': 8.5, '6845': 0.0, '7553': 9.5, '7611': 8.7, '7839': 4.0, '8138': 15.5, '9756': 4.9, 'KC': 5.0}",1124852977111166976,10
143.88,"['1264', '2309', '4098', '5012', '5872', '5967', '6794', '7588', '8112', '8137', '9224', '9225', '9493', '9758', 'MIN']",5,,4.0,"['9758', '4098', '9224', '6794', '9493', '5012', '8112', '5872', '1264', 'MIN']","[11.78, 17.0, 22.4, 9.8, 18.8, 18.8, 17.7, 12.6, 2.0, 13.0]","{'1264': 2.0, '2309': 0.0, '4098': 17.0, '5012': 18.8, '5872': 12.6, '5967': 10.3, '6794': 9.8, '7588': 2.7, '8112': 17.7, '8137': 20.5, '9224': 22.4, '9225': 0.4, '9493': 18.8, '9758': 11.78, 'MIN': 13.0}",1124852977111166976,10
122.24,"['3198', '3294', '3321', '4037', '4082', '4137', '4217', '4892', '6130', '6219', '6819', '7090', '8111', '8136', '8144', 'PHI']",6,,5.0,"['4892', '4137', '3198', '3321', '6819', '8111', '8136', '4217', '6219', 'PHI']","[8.94, 22.3, 14.1, 11.7, 0.0, 8.5, 19.0, 14.7, 0.0, 23.0]","{'3198': 14.1, '3294': 0.0, '3321': 11.7, '4037': 0.0, '4082': 7.5, '4137': 22.3, '4217': 14.7, '4892': 8.94, '6130': 5.5, '6219': 0.0, '6819': 0.0, '7090': 14.6, '8111': 8.5, '8136': 19.0, '8144': 0.0, 'PHI': 23.0}",1124852977111166976,10
100.78,"['11058', '11566', '3214', '4033', '4035', '4039', '4988', '5844', '5849', '6813', '7525', '8146', '9484', 'LAC', 'SF']",7,,2.0,"['11566', '6813', '4035', '8146', '4039', '5844', '3214', '7525', '11058', 'LAC']","[8.58, 14.2, 15.9, 9.1, 15.0, 15.2, 2.4, 3.4, 8.0, 9.0]","{'11058': 8.0, '11566': 8.58, '3214': 2.4, '4033': 0.0, '4035': 15.9, '4039': 15.0, '4988': 0.0, '5844': 15.2, '5849': 28.74, '6813': 14.2, '7525': 3.4, '8146': 9.1, '9484': 0.0, 'LAC': 9.0, 'SF': 3.0}",1124852977111166976,10
132.62,"['11604', '11620', '1166', '1466', '4018', '4227', '4983', '4993', '5045', '6770', '6790', '7543', '7547', '9500', 'DET']",8,,2.0,"['6770', '6790', '4018', '7547', '4983', '4993', '11620', '1466', '4227', 'DET']","[33.72, 7.5, 17.0, 18.0, 5.7, 7.0, 5.3, 20.4, 10.0, 8.0]","{'11604': 0.0, '11620': 5.3, '1166': 11.24, '1466': 20.4, '4018': 17.0, '4227': 10.0, '4983': 5.7, '4993': 7.0, '5045': 19.0, '6770': 33.72, '6790': 7.5, '7543': 5.3, '7547': 18.0, '9500': 14.2, 'DET': 8.0}",1124852977111166976,10
84.6,"['10222', '10236', '10859', '10937', '11635', '4034', '4147', '6783', '6804', '7049', '7526', '7594', '8134', '8183', '8205', 'DAL']",9,,1.0,"['6804', '7594', '4147', '6783', '7526', '10859', '8134', '10222', '10937', 'DAL']","[0.0, 24.9, 5.7, 0.0, 8.6, 15.6, 11.8, 0.0, 9.0, 9.0]","{'10222': 0.0, '10236': 4.4, '10859': 15.6, '10937': 9.0, '11635': 7.2, '4034': 16.7, '4147': 5.7, '6783': 0.0, '6804': 0.0, '7049': 16.3, '7526': 8.6, '7594': 24.9, '8134': 11.8, '8183': 23.82, '8205': 0.0, 'DAL': 9.0}",1124852977111166976,10
69.0,"['11533', '11631', '11632', '1426', '2133', '2449', '4199', '5850', '7528', '7600', '8139', '8148', '8155', '9229', 'WAS']",10,,4.0,"['9229', '8155', '5850', '2133', '11632', '7600', '2449', '4199', '11533', 'WAS']","[0.0, 12.3, 0.0, 9.1, 10.8, 10.7, 0.0, 12.1, 7.0, 7.0]","{'11533': 7.0, '11631': 3.2, '11632': 10.8, '1426': 9.6, '2133': 9.1, '2449': 0.0, '4199': 12.1, '5850': 0.0, '7528': 11.3, '7600': 10.7, '8139': 0.0, '8148': 8.3, '8155': 12.3, '9229': 0.0, 'WAS': 7.0}",1124852977111166976,10
137.44,"['10444', '11584', '11655', '3451', '4066', '4981', '5846', '6786', '6801', '6904', '8126', '8150', '8154', '9226', 'CHI']",1,,4.0,"['6904', '8150', '9226', '6801', '4981', '4066', '8154', '5846', '3451', 'CHI']","[18.74, 8.6, 20.5, 29.8, 9.8, 7.8, 14.2, 14.0, 10.0, 4.0]","{'10444': 7.7, '11584': 0.0, '11655': 0.0, '3451': 10.0, '4066': 7.8, '4981': 9.8, '5846': 14.0, '6786': 18.6, '6801': 29.8, '6904': 18.74, '8126': 0.0, '8150': 8.6, '8154': 14.2, '9226': 20.5, 'CHI': 4.0}",1124852977111166976,11
112.68,"['11624', '1479', '2374', '3163', '4881', '7021', '7042', '7569', '8110', '8151', '9221', '9509', '9754', '9997', 'HOU']",2,,3.0,"['4881', '9509', '9221', '2374', '9997', '8110', '7569', '8151', '7042', 'HOU']","[15.88, 10.3, 19.3, 3.9, 11.9, 2.1, 9.4, 13.9, 5.0, 21.0]","{'11624': 16.8, '1479': 8.1, '2374': 3.9, '3163': 34.58, '4881': 15.88, '7021': 5.4, '7042': 5.0, '7569': 9.4, '8110': 2.1, '8151': 13.9, '9221': 19.3, '9509': 10.3, '9754': 12.8, '9997': 11.9, 'HOU': 21.0}",1124852977111166976,11
147.18,"['11576', '11628', '2216', '2749', '4663', '4666', '4984', '5892', '5937', '6826', '7564', '8130', '9488', '9502', 'MIA']",3,,4.0,"['4984', '4663', '5892', '7564', '9488', '6826', '2749', '9502', '4666', 'MIA']","[24.98, 17.6, 24.5, 26.5, 21.8, 7.2, -0.2, 9.8, 9.0, 6.0]","{'11576': 0.6, '11628': 0.0, '2216': 0.0, '2749': -0.2, '4663': 17.6, '4666': 9.0, '4984': 24.98, '5892': 24.5, '5937': 0.0, '6826': 7.2, '7564': 26.5, '8130': 0.0, '9488': 21.8, '9502': 9.8, 'MIA': 6.0}",1124852977111166976,11
107.64,"['4046', '4866', '5001', '5859', '5927', '5947', '6803', '6806', '6845', '7553', '7611', '7839', '8138', '9756', 'KC']",4,,1.0,"['4046', '4866', '8138', '5859', '6803', '7553', '7611', '5927', '7839', 'KC']","[17.84, 33.8, 19.7, 11.5, 0.0, 1.9, 12.9, 2.0, 7.0, 1.0]","{'4046': 17.84, '4866': 33.8, '5001': 8.3, '5859': 11.5, '5927': 2.0, '5947': 8.8, '6803': 0.0, '6806': 18.9, '6845': 0.0, '7553': 1.9, '7611': 12.9, '7839': 7.0, '8138': 19.7, '9756': 15.1, 'KC': 1.0}",1124852977111166976,11
121.78,"['11579', '11583', '1264', '2309', '4098', '5012', '5872', '5967', '6794', '8112', '8137', '9224', '9225', '9493', '9758', 'MIN']",5,,3.0,"['9758', '4098', '9224', '6794', '9493', '5012', '8112', '8137', '1264', 'MIN']","[11.88, 6.0, 19.3, 14.1, 25.3, 4.2, 9.1, 16.9, 4.0, 11.0]","{'11579': 5.5, '11583': 0.0, '1264': 4.0, '2309': 7.5, '4098': 6.0, '5012': 4.2, '5872': 6.1, '5967': 4.9, '6794': 14.1, '8112': 9.1, '8137': 16.9, '9224': 19.3, '9225': 0.0, '9493': 25.3, '9758': 11.88, 'MIN': 11.0}",1124852977111166976,11
143.98,"['1945', '3198', '3321', '4082', '4137', '4217', '4892', '5010', '5987', '6797', '6819', '7090', '8111', '8136', '8144', 'PHI']",6,,5.0,"['6797', '5987', '3198', '3321', '6819', '5010', '7090', '4082', '1945', 'PHI']","[24.38, 9.9, 10.5, 19.1, 9.6, 18.0, 4.7, 16.8, 24.0, 7.0]","{'1945': 24.0, '3198': 10.5, '3321': 19.1, '4082': 16.8, '4137': 0.0, '4217': 0.0, '4892': 0.0, '5010': 18.0, '5987': 9.9, '6797': 24.38, '6819': 9.6, '7090': 4.7, '8111': 0.0, '8136': 0.0, '8144': 0.0, 'PHI': 7.0}",1124852977111166976,11
110.04,"['11058', '11566', '3214', '4033', '4035', '4039', '4988', '5844', '5849', '6813', '7525', '8146', '9484', 'LAC', 'SF']",7,,2.0,"['11566', '6813', '4035', '8146', '4039', '5844', '4033', '7525', '11058', 'SF']","[14.44, 7.0, 12.9, 5.8, 28.6, 3.3, 19.1, 6.9, 5.0, 7.0]","{'11058': 5.0, '11566': 14.44, '3214': 12.3, '4033': 19.1, '4035': 12.9, '4039': 28.6, '4988': 5.0, '5844': 3.3, '5849': 0.0, '6813': 7.0, '7525': 6.9, '8146': 5.8, '9484': 0.0, 'LAC': 3.0, 'SF': 7.0}",1124852977111166976,11
204.04,"['11604', '11620', '1166', '1466', '4018', '4983', '5022', '5045', '6770', '6790', '7543', '7547', '8259', '9500', 'DET']",8,,1.0,"['6770', '6790', '4018', '7547', '4983', '11604', '5045', '1466', '8259', 'DET']","[29.04, 16.4, 35.3, 38.7, 13.7, 31.3, 14.8, 2.8, 12.0, 10.0]","{'11604': 31.3, '11620': 12.5, '1166': 5.92, '1466': 2.8, '4018': 35.3, '4983': 13.7, '5022': 11.1, '5045': 14.8, '6770': 29.04, '6790': 16.4, '7543': 6.3, '7547': 38.7, '8259': 12.0, '9500': 19.4, 'DET': 10.0}",1124852977111166976,11
87.74,"['10222', '10236', '10859', '10937', '11635', '4034', '4147', '6783', '6804', '7049', '7526', '7594', '8134', '8183', '8205', 'DAL']",9,,2.0,"['6804', '7594', '4147', '6783', '7526', '10859', '8134', '10222', '10937', 'DAL']","[21.24, 0.0, 2.8, 26.2, 5.7, 0.0, 15.0, 9.8, 5.0, 2.0]","{'10222': 9.8, '10236': 0.0, '10859': 0.0, '10937': 5.0, '11635': 18.3, '4034': 14.6, '4147': 2.8, '6783': 26.2, '6804': 21.24, '7049': 25.1, '7526': 5.7, '7594': 0.0, '8134': 15.0, '8183': 19.36, '8205': 0.0, 'DAL': 2.0}",1124852977111166976,11
112.48,"['11533', '11631', '11632', '1426', '2133', '2449', '4199', '5850', '7528', '7600', '8139', '8148', '8155', '9229', 'WAS']",10,,5.0,"['9229', '8155', '5850', '2133', '11632', '7600', '2449', '4199', '11533', 'WAS']","[28.08, 31.1, 23.4, 13.2, 0.0, 3.4, 0.0, 5.3, 5.0, 3.0]","{'11533': 5.0, '11631': 13.6, '11632': 0.0, '1426': 5.9, '2133': 13.2, '2449': 0.0, '4199': 5.3, '5850': 23.4, '7528': 13.3, '7600': 3.4, '8139': 0.9, '8148': 22.6, '8155': 31.1, '9229': 28.08, 'WAS': 3.0}",1124852977111166976,11
129.16,"['10444', '11584', '11655', '3451', '4066', '4144', '4981', '5846', '6786', '6801', '6904', '8150', '8154', '9226', 'TB']",1,,5.0,"['6904', '8150', '9226', '5846', '4981', '4144', '8154', '11655', '3451', 'TB']","[15.06, 11.2, 20.6, 9.9, 14.3, 23.7, 3.4, 9.0, 10.0, 12.0]","{'10444': 2.8, '11584': 27.2, '11655': 9.0, '3451': 10.0, '4066': 0.0, '4144': 23.7, '4981': 14.3, '5846': 9.9, '6786': 16.8, '6801': 0.0, '6904': 15.06, '8150': 11.2, '8154': 3.4, '9226': 20.6, 'TB': 12.0}",1124852977111166976,12
173.38,"['11624', '12185', '1339', '1479', '2374', '3163', '4881', '7021', '7569', '8151', '9221', '9509', '9754', '9997', 'HOU']",2,,3.0,"['4881', '7021', '9221', '1479', '9997', '1339', '7569', '8151', '12185', 'HOU']","[22.58, 10.8, 24.9, 23.6, 11.2, 15.8, 20.2, 13.3, 13.0, 18.0]","{'11624': 9.1, '12185': 13.0, '1339': 15.8, '1479': 23.6, '2374': 4.0, '3163': 10.76, '4881': 22.58, '7021': 10.8, '7569': 20.2, '8151': 13.3, '9221': 24.9, '9509': 0.0, '9754': 0.0, '9997': 11.2, 'HOU': 18.0}",1124852977111166976,12
78.2,"['11576', '11628', '2216', '2749', '4663', '4666', '4984', '5892', '5937', '6826', '7564', '8130', '9488', '9502', 'MIA']",3,,4.0,"['4984', '4663', '5892', '7564', '9488', '6826', '2749', '9502', '4666', 'MIA']","[0.0, 4.4, 16.3, 0.0, 19.7, 13.4, 1.2, 10.2, 0.0, 13.0]","{'11576': 0.0, '11628': 7.7, '2216': 11.8, '2749': 1.2, '4663': 4.4, '4666': 0.0, '4984': 0.0, '5892': 16.3, '5937': 0.0, '6826': 13.4, '7564': 0.0, '8130': 25.3, '9488': 19.7, '9502': 10.2, 'MIA': 13.0}",1124852977111166976,12
125.36,"['4046', '4866', '5001', '5859', '5927', '5947', '6803', '6806', '6845', '7553', '7611', '7839', '8138', '9756', 'KC']",4,,1.0,"['4046', '4866', '8138', '5859', '6803', '7553', '7611', '5927', '7839', 'KC']","[28.76, 46.2, 0.0, 22.9, 0.0, 0.0, 3.3, 21.2, 0.0, 3.0]","{'4046': 28.76, '4866': 46.2, '5001': 4.0, '5859': 22.9, '5927': 21.2, '5947': 22.1, '6803': 0.0, '6806': 8.9, '6845': 0.0, '7553': 0.0, '7611': 3.3, '7839': 0.0, '8138': 0.0, '9756': 30.2, 'KC': 3.0}",1124852977111166976,12
